Subject Code,Section,Course Title,Units,Time,Room,Instructor,Max No,Lang,Level,Free Slots,Remarks,S,P
PSYC 399.7,SUB-B,FINAL PAPER SUBMISSION,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
DECSC 22,K,INTRODUCTION TO DECISION MAKING AND MANAGEMENT SCIENCE,3,"M-W-F 1300-1530
(ONSITE)",CTC 304,"UY, MATTHEW LAURENCE A.",11,ENG,U,2,**STRICTLY UPON APPROVAL OF THE PROGRAM DIRECTOR.,N,N
DECSC 25,A,CREATIVE THINKING AND INNOVATION MANAGEMENT,3,"D 0800-0930
(ONSITE)",CTC 114,"ATUN, Hannah Paula",28,ENG,U,8,ALL SLOTS FOR 3RD YEAR BS ME MAJORS.,N,N
DECSC 25,A1,CREATIVE THINKING AND INNOVATION MANAGEMENT,3,"D 0800-0930
(ONSITE)",SOM 102,"AMURAO, Marianne Kayle",26,ENG,U,-3,ALL SLOTS FOR 3RD YEAR BS ITE MAJORS. ALL SLOTS FOR 4TH YEAR BS ITE MAJORS. ALL SLOTS FOR 2ND YEAR BS ITE MAJORS.,N,N
DECSC 25,B,CREATIVE THINKING AND INNOVATION MANAGEMENT,3,"D 0930-1100
(ONSITE)",CTC 114,"ATUN, Hannah Paula",28,ENG,U,-4,ALL SLOTS FOR 3RD YEAR BS ME MAJORS.,N,N
DECSC 25,C,CREATIVE THINKING AND INNOVATION MANAGEMENT,3,"D 1100-1230
(ONSITE)",CTC 114,"ATUN, Hannah Paula",28,ENG,U,0,ALL SLOTS FOR 3RD YEAR BS ME MAJORS.,N,N
DECSC 25,C1,CREATIVE THINKING AND INNOVATION MANAGEMENT,3,"D 1100-1230
(ONSITE)",SOM 102,"SAMSON, ARAN V.",28,ENG,U,-1,ALL SLOTS FOR 3RD YEAR BS ME MAJORS.,N,N
DECSC 25,D,CREATIVE THINKING AND INNOVATION MANAGEMENT,3,"D 1230-1400
(ONSITE)",SOM 202,"COSIO, Angelina Rocelin",26,ENG,U,-1,ALL SLOTS FOR 3RD YEAR BS ITE MAJORS. ALL SLOTS FOR 4TH YEAR BS ITE MAJORS. ALL SLOTS FOR 2ND YEAR BS ITE MAJORS.,N,N
DECSC 25,E,CREATIVE THINKING AND INNOVATION MANAGEMENT,3,"D 1400-1530
(ONSITE)",SOM 202,"COSIO, Angelina Rocelin",32,ENG,U,11,-,N,N
DECSC 25,J,CREATIVE THINKING AND INNOVATION MANAGEMENT,3,"M-W-F 1030-1300
(ONSITE)",SOM 211,"ABUEL, Tristan Joshua",32,ENG,U,0,-,N,N
DECSC 25,K,CREATIVE THINKING AND INNOVATION MANAGEMENT,3,"M-W-F 1300-1530
(ONSITE)",SOM 211,"ABUEL, Tristan Joshua",32,ENG,U,1,-,N,N
ITENT 156,L,TECHNOLOGY VENTURE LABORATORY,3,"M-W-F 1530-1800
(ONSITE)",CTC 114,"ILAGAN, JOSEPH BENJAMIN R., ILAGAN, Jose Ramon, MONTIEL, Andres",28,ENG,U,6,ALL SLOTS FOR 4TH YEAR BS ITE MAJORS.,N,N
ITENT 157,M,TECHNOLOGY VENTURE START-UP I,3,"M-W-F 1800-2030
(ONSITE)",CTC 114,"DE LA RAMA, Gian Paulo, ILAGAN, JOSEPH BENJAMIN R., ILAGAN, Jose Ramon",20,ENG,U,5,ALL SLOTS FOR 4TH YEAR BS ITE MAJORS.,N,N
ITMGT 20.03,G,BASIC INFORMATION TECHNOLOGY APPLICATIONS IN BUSINESS (BYOD),3,"D 1700-1830
(ONSITE)",SOM 105,"ANI, Chester Duane",25,ENG,U,1,ALL SLOTS FOR AB COM MAJORS. ALL SLOTS FOR AB DS MAJORS. ALL SLOTS FOR AB IS MAJORS. ALL SLOTS FOR BS AMDSc-M DSc MAJORS. ALL SLOTS FOR BS COMTECH MAJORS. ALL SLOTS FOR BS MAC MAJORS. ALL SLOTS FOR BS PSY MAJORS.,N,N
ITMGT 20.03,I,BASIC INFORMATION TECHNOLOGY APPLICATIONS IN BUSINESS (BYOD),3,"M-W-F 0800-1030
(ONSITE)",SOM 202,"LEE, ERWIN DEWEY C.",25,ENG,U,-3,ALL SLOTS FOR AB COM MAJORS. ALL SLOTS FOR AB DS MAJORS. ALL SLOTS FOR AB IS MAJORS. ALL SLOTS FOR BS AMDSc-M DSc MAJORS. ALL SLOTS FOR BS COMTECH MAJORS. ALL SLOTS FOR BS MAC MAJORS. ALL SLOTS FOR BS PSY MAJORS.,N,N
ITMGT 20.03,K,BASIC INFORMATION TECHNOLOGY APPLICATIONS IN BUSINESS (BYOD),3,"M-W-F 1300-1530
(ONSITE)",SOM 210,"CABASAG, Francisco Jr.",25,ENG,U,-4,ALL SLOTS FOR AB COM MAJORS. ALL SLOTS FOR AB DS MAJORS. ALL SLOTS FOR AB IS MAJORS. ALL SLOTS FOR BS AMDSc-M DSc MAJORS. ALL SLOTS FOR BS COMTECH MAJORS. ALL SLOTS FOR BS MAC MAJORS. ALL SLOTS FOR BS PSY MAJORS.,N,N
ITMGT 20.03,N1,BASIC INFORMATION TECHNOLOGY APPLICATIONS IN BUSINESS (BYOD),3,"T 0800-1100; TH 0800-1230
(ONSITE)",CTC 103; CTC 103,"SO CHAN, Katrina Mae",25,ENG,U,1,ALL SLOTS FOR AB COM MAJORS. ALL SLOTS FOR AB DS MAJORS. ALL SLOTS FOR AB IS MAJORS. ALL SLOTS FOR BS AMDSc-M DSc MAJORS. ALL SLOTS FOR BS COMTECH MAJORS. ALL SLOTS FOR BS MAC MAJORS. ALL SLOTS FOR BS PSY MAJORS.,S,N
ITMGT 20.03,N1Q1,BASIC INFORMATION TECHNOLOGY APPLICATIONS IN BUSINESS (BYOD),3,"SAT 1000-1230; T-TH 1000-1230
(ONSITE)",CTC 303; CTC 303,"TAN, Kier Dominic",25,ENG,U,0,ALL SLOTS FOR AB COM MAJORS. ALL SLOTS FOR AB DS MAJORS. ALL SLOTS FOR AB IS MAJORS. ALL SLOTS FOR BS AMDSc-M DSc MAJORS. ALL SLOTS FOR BS COMTECH MAJORS. ALL SLOTS FOR BS MAC MAJORS. ALL SLOTS FOR BS PSY MAJORS.,N,N
ITMGT 20.03,O1,BASIC INFORMATION TECHNOLOGY APPLICATIONS IN BUSINESS (BYOD),3,"T 1130-1500; TH 1300-1700
(ONSITE)",CTC 103; CTC 103,"SO CHAN, Katrina Mae",25,ENG,U,3,-,S,N
ITMGT 20.03,O1Q1,BASIC INFORMATION TECHNOLOGY APPLICATIONS IN BUSINESS (BYOD),3,"SAT 1300-1530; T-TH 1300-1530
(ONSITE)",SOM 210; SOM 210,"TAN, Kier Dominic",25,ENG,U,0,-,N,N
ITMGT 20.12,A,BASIC INFORMATION TECHNOLOGY APPLICATIONS IN BUSINESS: EXCEL + E-COMMERCE DEVELOPMENT,3,"D 0800-0930
(ONSITE)",SOM 106,"AQUINO, RAFAEL ALFONSO H.",29,ENG,U,0,-,N,N
ITMGT 20.12,B,BASIC INFORMATION TECHNOLOGY APPLICATIONS IN BUSINESS: EXCEL + E-COMMERCE DEVELOPMENT,3,"D 0930-1100
(ONSITE)",SOM 106,"AQUINO, RAFAEL ALFONSO H.",29,ENG,U,0,-,N,N
ITMGT 20.12,F,BASIC INFORMATION TECHNOLOGY APPLICATIONS IN BUSINESS: EXCEL + E-COMMERCE DEVELOPMENT,3,"D 1530-1700
(ONSITE)",CTC 305,"ANG, David Samuel",29,ENG,U,-1,-,N,N
ITMGT 20.12,G,BASIC INFORMATION TECHNOLOGY APPLICATIONS IN BUSINESS: EXCEL + E-COMMERCE DEVELOPMENT,3,"D 1700-1830
(ONSITE)",CTC 305,"ANG, David Samuel",29,ENG,U,0,-,N,N
ITMGT 20.12,I,BASIC INFORMATION TECHNOLOGY APPLICATIONS IN BUSINESS: EXCEL + E-COMMERCE DEVELOPMENT,3,"M-W-F 0800-1030
(ONSITE)",SOM 211,"PISIG, Lorenzo Ma. Raphael",29,ENG,U,0,-,N,N
ITMGT 20.51,A,BASIC INFORMATION TECHNOLOGY APPLICATIONS IN BUSINESS BYOD: EXCEL + DATA VISUALIZATION,3,"D 0800-0930
(ONSITE)",CTC 304,"CALUAG, JOSE ANTONIO I.",28,ENG,U,1,-,N,N
ITMGT 20.51,B,BASIC INFORMATION TECHNOLOGY APPLICATIONS IN BUSINESS BYOD: EXCEL + DATA VISUALIZATION,3,"D 0930-1100
(ONSITE)",CTC 304,"CALUAG, JOSE ANTONIO I.",28,ENG,U,0,-,N,N
ITMGT 20.51,C,BASIC INFORMATION TECHNOLOGY APPLICATIONS IN BUSINESS BYOD: EXCEL + DATA VISUALIZATION,3,"D 1100-1230
(ONSITE)",SOM 105,"BISENIO, ZACHARY NAZARENE S.",28,ENG,U,6,-,N,N
ITMGT 20.51,D,BASIC INFORMATION TECHNOLOGY APPLICATIONS IN BUSINESS BYOD: EXCEL + DATA VISUALIZATION,3,"D 1230-1400
(ONSITE)",SOM 105,"BISENIO, ZACHARY NAZARENE S.",28,ENG,U,2,-,N,N
ITMGT 20.51,I,BASIC INFORMATION TECHNOLOGY APPLICATIONS IN BUSINESS BYOD: EXCEL + DATA VISUALIZATION,3,"M-W-F 0800-1030
(ONSITE)",SOM 203,"CABALLA, JOEL PATRICK L.",28,ENG,U,1,-,N,N
ITMGT 20.51,I1,BASIC INFORMATION TECHNOLOGY APPLICATIONS IN BUSINESS BYOD: EXCEL + DATA VISUALIZATION,3,"M-W-F 0800-1030
(ONSITE)",CTC 406,"SARMIENTO, Jared Matthew",28,ENG,U,-1,-,N,N
ITMGT 20.51,J,BASIC INFORMATION TECHNOLOGY APPLICATIONS IN BUSINESS BYOD: EXCEL + DATA VISUALIZATION,3,"M-W-F 1030-1300
(ONSITE)",SOM 203,"CABALLA, JOEL PATRICK L.",28,ENG,U,0,-,N,N
ITMGT 20.51,J1,BASIC INFORMATION TECHNOLOGY APPLICATIONS IN BUSINESS BYOD: EXCEL + DATA VISUALIZATION,3,"M-W-F 1030-1300
(ONSITE)",CTC 303,"VILLEGAS, KERISH S.",28,ENG,U,2,-,N,N
ITMGT 20.51,J2,BASIC INFORMATION TECHNOLOGY APPLICATIONS IN BUSINESS BYOD: EXCEL + DATA VISUALIZATION,3,"M-W-F 1030-1300
(ONSITE)",CTC 406,"GARCIA, Joaquin Lorenzo",28,ENG,U,18,-,N,N
ITMGT 20.51,K,BASIC INFORMATION TECHNOLOGY APPLICATIONS IN BUSINESS BYOD: EXCEL + DATA VISUALIZATION,3,"M-W-F 1300-1530
(ONSITE)",CTC 303,"VILLEGAS, KERISH S.",28,ENG,U,0,-,N,N
ITMGT 25.03,C,INFORMATION TECHNOLOGY APPLICATION PROGRAMMING (BYOD),3,"D 1100-1230
(ONSITE)",CTC 304,"IBARRA, Nirel Marie",27,ENG,U,0,-,N,N
ITMGT 25.03,E,INFORMATION TECHNOLOGY APPLICATION PROGRAMMING (BYOD),3,"D 1400-1530
(ONSITE)",SOM 106,"ILAGAN, Jose Ramon",27,ENG,U,0,ALL SLOTS FOR 2ND YEAR BS ME MAJORS. ALL SLOTS FOR 3RD YEAR BS ME MAJORS. ALL SLOTS FOR 4TH YEAR BS ME MAJORS.,N,N
ITMGT 25.03,H,INFORMATION TECHNOLOGY APPLICATION PROGRAMMING (BYOD),3,"M-W-F 1830-2100
(ONSITE)",SOM 210,"ALCANTARA, ALDRICH FARREL V INCENT S., UY, MATTHEW LAURENCE A.",20,ENG,U,-2,ALL SLOTS FOR 2ND YEAR BS MGT-H MAJORS. ALL SLOTS FOR 3RD YEAR BS MGT-H MAJORS.,N,N
ITMGT 25.03,J,INFORMATION TECHNOLOGY APPLICATION PROGRAMMING (BYOD),3,"M-W-F 1030-1300
(ONSITE)",CTC 305,"GAW, Adriel Jeremy",27,ENG,U,1,-,N,N
ITMGT 25.03,K,INFORMATION TECHNOLOGY APPLICATION PROGRAMMING (BYOD),3,"M-W-F 1300-1530
(ONSITE)",CTC 305,"GAW, Adriel Jeremy",27,ENG,U,0,ALL SLOTS FOR 2ND YEAR BS ME MAJORS. ALL SLOTS FOR 3RD YEAR BS ME MAJORS. ALL SLOTS FOR 4TH YEAR BS ME MAJORS.,N,N
ITMGT 25.03,K1,INFORMATION TECHNOLOGY APPLICATION PROGRAMMING (BYOD),3,"M-W-F 1300-1530
(ONSITE)",CTC 406,"GARCIA, Joaquin Lorenzo",27,ENG,U,0,ALL SLOTS FOR 2ND YEAR BS ME MAJORS. ALL SLOTS FOR 3RD YEAR BS ME MAJORS. ALL SLOTS FOR 4TH YEAR BS ME MAJORS.,N,N
QUANT 30,C,APPLIED STATISTICS: TOOLS AND APPLICATIONS,3,"D 1100-1230
(ONSITE)",SOM 106,"FILART, Jan Paul",32,ENG,U,-1,ALL SLOTS FOR 2ND YEAR BS COMTECH MAJORS. ALL SLOTS FOR 3RD YEAR BS COMTECH MAJORS. ALL SLOTS FOR 3RD YEAR BS MAC MAJORS. ALL SLOTS FOR 2ND YEAR BS ITE MAJORS. ALL SLOTS FOR 3RD YEAR BS ITE MAJORS.,N,N
QUANT 33,B,STATISTICAL ANALYSIS,3,"D 0930-1100
(ONSITE)",SOM 210,"SY SIONG KIAO, Rogelio",29,ENG,U,0,-,N,N
QUANT 33,C,STATISTICAL ANALYSIS,3,"D 1100-1230
(ONSITE)",SOM 210,"SY SIONG KIAO, Rogelio",29,ENG,U,0,-,N,N
QUANT 33,I,STATISTICAL ANALYSIS,3,"M-W-F 0800-1030
(ONSITE)",CTC 407,"AGBAYANI, VICTOR E.",29,ENG,U,0,-,N,N
QUANT 33,J,STATISTICAL ANALYSIS,3,"M-W-F 1030-1300
(ONSITE)",CTC 407,"AGBAYANI, VICTOR E.",29,ENG,U,0,-,N,N
QUANT 34,A,STATISTICAL MODELING,3,"D 0800-0930
(ONSITE)",SOM 204,"IYOG, JONATHAN MAREL M.",29,ENG,U,18,-,N,N
QUANT 34,C,STATISTICAL MODELING,3,"D 1100-1230
(ONSITE)",SOM 204,"IYOG, JONATHAN MAREL M.",29,ENG,U,0,-,N,N
QUANT 34,E,STATISTICAL MODELING,3,"D 1400-1530
(ONSITE)",CTC 114,"FILART, Jan Paul",29,ENG,U,-3,-,N,N
QUANT 192,L,RESEARCH METHODS AND BUSINESS MODELLING TECHNIQUES,3,"M-W-F 1530-1800
(ONSITE)",SOM 106,"ILAGAN, JOSEPH BENJAMIN R.",21,ENG,U,1,ALL SLOTS FOR 4TH YEAR BS ME MAJORS.,N,N
QUANT 192,L1,RESEARCH METHODS AND BUSINESS MODELLING TECHNIQUES,3,"M-W-F 1530-1800
(ONSITE)",SOM 210,"UY, MATTHEW LAURENCE A.",21,ENG,U,0,ALL SLOTS FOR 4TH YEAR BS ME MAJORS.,N,N
QUANT 192,L2,RESEARCH METHODS AND BUSINESS MODELLING TECHNIQUES,3,"M-W-F 1530-1800
(ONSITE)",SOM 204,"DENZON, Eduardo Ezekiel",21,ENG,U,1,ALL SLOTS FOR 4TH YEAR BS ME MAJORS.,N,N
QUANT 192,L3,RESEARCH METHODS AND BUSINESS MODELLING TECHNIQUES,3,"M-W-F 1530-1800
(ONSITE)",SEC-A118A,"GONZALES, JOAQUIN EMMANUEL J.",21,ENG,U,6,ALL SLOTS FOR 4TH YEAR BS ME MAJORS.,N,N
QUANT 192,L4,RESEARCH METHODS AND BUSINESS MODELLING TECHNIQUES,3,"M-W-F 1530-1800
(ONSITE)",SEC-A202A,"YAP, ALYSON L.",21,ENG,U,1,ALL SLOTS FOR 4TH YEAR BS ME MAJORS.,N,N
QUANT 192,L5,RESEARCH METHODS AND BUSINESS MODELLING TECHNIQUES,3,"M-W-F 1530-1800
(ONSITE)",CTC 307,"KHO, VINCE NATHAN O.",21,ENG,U,1,ALL SLOTS FOR 4TH YEAR BS ME MAJORS.,N,N
QUANT 192,L6,RESEARCH METHODS AND BUSINESS MODELLING TECHNIQUES,3,"M-W-F 1530-1800
(ONSITE)",CTC 308,"AMURAO, Marianne Kayle",21,ENG,U,1,ALL SLOTS FOR 4TH YEAR BS ME MAJORS.,N,N
SOMGT 293,P1P2,QUANTITATIVE METHODS,3,"T 1800-2100; TH 1700-2130
(ONSITE)",SOM 204; SOM 204,"RODRIGUEZ, RAUL P.",1,ENG,G,0,ALL SLOTS FOR PHD LS-BL MAJORS.,N,N
STS 10,A,"SCIENCE, TECHNOLOGY, AND SOCIETY",3,"D 0800-0930
(ONSITE)",B-208,"SANTOS, JOHN MICHAEL B.",28,ENG,U,-4,-,N,N
STS 10,B,"SCIENCE, TECHNOLOGY, AND SOCIETY",3,"D 0930-1100
(ONSITE)",B-208,"GONZALEZ, PAOLO ANTONIO G.",28,ENG,U,-2,-,N,N
STS 10,B1,"SCIENCE, TECHNOLOGY, AND SOCIETY",3,"D 0930-1100
(ONSITE)",B-104,"ARDA, John Rafael, PETALIO, Syra Marie Norin",28,ENG,U,1,-,N,N
STS 10,C,"SCIENCE, TECHNOLOGY, AND SOCIETY",3,"D 1100-1230
(ONSITE)",B-208,"PADO, Gilbert",28,ENG,U,0,-,N,N
STS 10,C1,"SCIENCE, TECHNOLOGY, AND SOCIETY",3,"D 1100-1230
(ONSITE)",B-104,"ARDA, John Rafael, PETALIO, Syra Marie Norin",28,ENG,U,12,-,N,N
STS 10,C2,"SCIENCE, TECHNOLOGY, AND SOCIETY",3,"D 1100-1230
(ONSITE)",G-305,"DAYRIT, SOPHIA ANGELI S.",28,ENG,U,-1,-,N,N
STS 10,D,"SCIENCE, TECHNOLOGY, AND SOCIETY",3,"D 1230-1400
(ONSITE)",B-208,"ZUNIGA, BRIAN KARLO W.",28,ENG,U,-1,-,N,N
STS 10,E,"SCIENCE, TECHNOLOGY, AND SOCIETY",3,"D 1400-1530
(ONSITE)",B-208,"AMANTE, Francesco",28,ENG,U,-2,-,N,N
STS 10,E1,"SCIENCE, TECHNOLOGY, AND SOCIETY",3,"D 1400-1530
(ONSITE)",B-104,"DAYRIT, SOPHIA ANGELI S.",28,ENG,U,-2,-,N,N
STS 10,F,"SCIENCE, TECHNOLOGY, AND SOCIETY",3,"D 1530-1700
(ONSITE)",B-104,"AQUINO, ANGELO I.",28,ENG,U,1,-,N,N
SocSc 12,A,THE CONTEMPORARY WORLD,3,"D 0800-0930
(ONSITE)",B-105,"GAPPY, JOHN MARTIN B.",33,ENG,U,0,-,S,N
SocSc 12,B,THE CONTEMPORARY WORLD,3,"D 0930-1100
(ONSITE)",B-105,"GAPPY, JOHN MARTIN B.",33,ENG,U,0,-,S,N
SocSc 12,C,THE CONTEMPORARY WORLD,3,"D 1100-1230
(ONSITE)",B-105,"REYES, Rosselle Trishia",33,ENG,U,0,-,N,N
SocSc 12,C2,THE CONTEMPORARY WORLD,3,"D 1100-1230
(ONSITE)",B-207,"TORRES, Wilfredo",33,ENG,U,0,-,N,N
SocSc 12,D,THE CONTEMPORARY WORLD,3,"D 1230-1400
(ONSITE)",B-105,"REYES, Rosselle Trishia",33,ENG,U,0,-,N,N
SocSc 12,D2,THE CONTEMPORARY WORLD,3,"D 1230-1400
(ONSITE)",B-104,"CLAMOR, Wilfred Luis",33,ENG,U,0,-,N,N
SocSc 12,D3,THE CONTEMPORARY WORLD,3,"D 1230-1400
(ONSITE)",B-207,"TORRES, Wilfredo",33,ENG,U,0,-,N,N
SocSc 12,E,THE CONTEMPORARY WORLD,3,"D 1400-1530
(ONSITE)",B-105,"CLAMOR, Wilfred Luis",33,ENG,U,-1,-,N,N
SocSc 12,F,THE CONTEMPORARY WORLD,3,"D 1530-1700
(ONSITE)",B-105,"ULDIN, Tanya",34,ENG,U,0,-,N,N
SocSc 12,G,THE CONTEMPORARY WORLD,3,"D 1700-1830
(ONSITE)",B-105,"ULDIN, Tanya",33,ENG,U,0,-,N,N
SocSc 12,J,THE CONTEMPORARY WORLD,3,"M-W-F 1030-1300
(ONSITE)",B-206,"MILLO, Artemio Jr.",33,ENG,U,5,ALL SLOTS FOR BS BIO MAJORS. ALL SLOTS FOR BS LfSci MAJORS.,N,N
SocSc 12,L,THE CONTEMPORARY WORLD,3,"M-W-F 1530-1800
(ONSITE)",B-206,"MILLO, Artemio Jr.",33,ENG,U,0,-,N,N
SocSc 14,B,"POLITICS, GOVERNANCE, AND CITIZENSHIP",3,"D 0930-1100
(ONSITE)",CTC 205,"BARRETTO, BENJAMIN ROBERTO G.",28,ENG,U,-2,ALL SLOTS FOR BS HS MAJORS.,N,N
SocSc 14,C,"POLITICS, GOVERNANCE, AND CITIZENSHIP",3,"D 1100-1230
(ONSITE)",CTC 205,"BARRETTO, BENJAMIN ROBERTO G.",28,ENG,U,0,ALL SLOTS FOR BS HS MAJORS.,N,N
SocSc 14,L,"POLITICS, GOVERNANCE, AND CITIZENSHIP",3,"M-W-F 1530-1800
(ONSITE)",SOM 202,"SUNGA, RICARDO III A.",28,ENG,U,-5,ALL SLOTS FOR BS HS MAJORS.,N,N
SocSc 14,M,"POLITICS, GOVERNANCE, AND CITIZENSHIP",3,"M-W-F 1800-2030
(ONSITE)",SOM 202,"SUNGA, RICARDO III A.",36,ENG,U,-3,-,N,N
SocSc 14,N1,"POLITICS, GOVERNANCE, AND CITIZENSHIP",3,"T 0800-1100; TH 0800-1230
(ONSITE)",SOM 202; SOM 202,"MANALAYSAY, Jaconiah Shelumiel",28,ENG,U,-4,ALL SLOTS FOR BS HS MAJORS.,N,N
SOAN 197.1,D,ATENEO SOCIAL AND CULTURAL LABORATORY I,3,"TBA
(ONSITE)",B-307,"LIM, LIZA L.",21,ENG,U,0,-,N,N
SOAN 197.2,D,ATENEO SOCIAL AND CULTURAL LABORATORY II,3,"TBA
(ONSITE)",B-308,"MILLO, Artemio Jr., WUI, Ma. Glenda",21,ENG,U,0,-,N,N
SOAN 197.3,ZZZ,CULTURAL HERITAGE FIELD SCHOOL I,3,"TUTORIAL 0000-0000
(~)",TBA,"ZIALCITA, FERNANDO N.",12,ENG,U,9,-,N,N
SOAN 197.4,ZZZ,CULTURAL HERITAGE FIELD SCHOOL II,3,"TUTORIAL 0000-0000
(~)",TBA,"ZIALCITA, FERNANDO N.",12,ENG,U,10,-,N,N
SOAN 292.2,ZZZ,READINGS IN SOCIAL SYSTEMS,3,"TUTORIAL 0000-0000
(~)",TBA,"LEVISTE, ENRIQUE NINO P.",12,ENG,G,11,-,N,N
SOAN 296,COMP,COMPREHENSIVE EXAMINATIONS,0,"TBA
(~)",TBA,"NAVARRA, Melissa",12,ENG,G,9,-,N,N
SOAN 299.1,THES/DISS2,THESIS I,0,"TBA
(~)",TBA,"CANUDAY, JOSE JOWEL P.",12,ENG,G,11,-,N,N
SOAN 299.5,RESID,RESIDENCY,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
SOAN 399.6,SUB-A,FINAL PAPER SUBMISSION (DOCTORAL),0,"TBA
(~)",TBA,"SALOMA-AKPEDONU, CZARINA A.",12,ENG,G,11,-,N,N
SOCDV 203.4,A,SOCIAL THEORY AND TRANSDISCIPLINARY DEVELOPMENT,3,"TBA
(~)",TBA,"LEVISTE, ENRIQUE NINO P.",12,ENG,G,11,-,N,N
SOCDV 206.2,AC,DEVELOPMENT MANAGEMENT,3,"TBA
(~)",TBA,"CANUDAY, JOSE JOWEL P., NAVARRA, Melissa, TORRES, Wilfredo",15,ENG,G,1,-,N,N
SOCDV 206.2,EF,DEVELOPMENT MANAGEMENT,3,"TBA
(~)",TBA,"CANUDAY, JOSE JOWEL P., NAVARRA, Melissa, TORRES, Wilfredo",15,ENG,G,0,"ALL SLOTS FOR MTSDev MAJORS. *""Online from June 7 to June 24",N,N
SOCDV 211.1,ACQ2,"COMMUNITY DEVELOPMENT, MICROPOLITICS, AND COOPERATION",3,"D 0900-1200; SAT 0900-1200
(~)",TBA; TBA,"NAVARRA, Melissa, RACELIS, MARY",15,ENG,G,0,"ALL SLOTS FOR MASA MAJORS. ALL SLOTS FOR MTSDev MAJORS. ????? *June 7 to June 24, Monday to Saturday",N,N
SOCDV 211.1,DFQ2,"COMMUNITY DEVELOPMENT, MICROPOLITICS, AND COOPERATION",3,"D 1300-1600; SAT 1300-1600
(~)",TBA; TBA,"NAVARRA, Melissa, RACELIS, MARY",15,ENG,G,0,"ALL SLOTS FOR MASA MAJORS. ALL SLOTS FOR MTSDev MAJORS. *June 7 to June 24, Monday to Saturday",N,N
SOCDV 240.1,ACQ2,"INTERNATIONAL DEVELOPMENT, INTERNATIONAL RELATIONS, AND GEOPOLITICS",3,"D 0900-1200; SAT 0900-1200
(~)",TBA; TBA,"ISEZAKI, Kenji",20,ENG,G,4,"ALL SLOTS FOR MASA MAJORS. ALL SLOTS FOR MTSDev MAJORS. ALL SLOTS FOR MA Comm MAJORS. ALL SLOTS FOR PHD SOC MAJORS. *June 26 to July 11, Monday to Saturday",N,N
SOCDV 240.1,DFQ2,"INTERNATIONAL DEVELOPMENT, INTERNATIONAL RELATIONS, AND GEOPOLITICS",3,"D 1300-1600; SAT 1300-1600
(~)",TBA; TBA,"ISEZAKI, Kenji",15,ENG,G,0,"ALL SLOTS FOR MASA MAJORS. ALL SLOTS FOR MTSDev MAJORS. *June 26 to July 11, Monday to Saturday",N,N
SOCDV 296,COMP,COMPREHENSIVE EXAMINATION,0,"TBA
(~)",TBA,"CANUDAY, JOSE JOWEL P., NAVARRA, Melissa",15,ENG,G,0,-,N,N
SOCDV 296,COMP1,COMPREHENSIVE EXAMINATION,0,"TBA
(~)",TBA,"CANUDAY, JOSE JOWEL P., NAVARRA, Melissa",15,ENG,G,1,-,N,N
SOCIO 399.2,THES/DISS,DISSERTATION II,0,"TBA
(~)",TBA,"LIM, LIZA L.",15,ENG,G,14,-,N,N
RELED 296,COMP,COMPREHENSIVE EXAMINATIONS,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
RELED 298,CAPS,CAPSTONE PROJECT,3,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
RELED 299.1,THES/DISS,THESIS I,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
RELED 299.2,THES/DISS,THESIS II,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
RELED 299.4,ODEF,ORAL DEFENSE,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
RELED 299.6,SUB-A,FINAL PAPER SUBMISSION (MASTERS),0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
RELED 299.7,SUB-B,FINAL PAPER SUBMISSION (MASTERS),0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
THEO 36i,A,"FOOD JUSTICE: PERSPECTIVES FROM THEOLOGY, ECOFEMINISM AND THE SOCIAL SCIENCES",3,"D 0800-0930
(ONSITE)",SEC-A214A,"BADION, JUSTIN JOSEPH G.",25,ENG,U,-1,-,S,N
THEO 36i,B,"FOOD JUSTICE: PERSPECTIVES FROM THEOLOGY, ECOFEMINISM AND THE SOCIAL SCIENCES",3,"D 0930-1100
(ONSITE)",SEC-A214A,"BADION, JUSTIN JOSEPH G.",25,ENG,U,-1,-,S,N
THEO 36i,K,"FOOD JUSTICE: PERSPECTIVES FROM THEOLOGY, ECOFEMINISM AND THE SOCIAL SCIENCES",3,"M-W-F 1300-1530
(ONSITE)",CTC 103,"PUEN, STEPHANIE ANN Y.",30,ENG,U,-2,-,N,N
TMP 205,Z1,ECCLESIOLOGY,3,"TBA
(~)",LST,"MARFORI, Emmanuel",15,ENG,G,15,-,N,N
TMP 211.04,EF,INTRODUCTION TO THE OLD TESTAMENT,3,"M 1400-1700; T-TH 1400-1700
(ONSITE)",LST; LST,"IBITA, MA. MARICEL S.",30,ENG,G,30,-,N,N
